High,High_day,0,1900,low,Firepower,HydraulicPower,Biomass,Solar power,Wind power,Pomping,Interconnection,Average,Temperature,Soloar,Wind,Humidity,High_temp,Low_temp
3367,3342,2471,3268,2354,2326.6,127.3,2.3,81,18,4.4,400.4,2960,20.42,16.12,2.58,85,22.3,13.2
3437,3367,2468,3323,2359,2205.1,141.6,2.3,174.9,14.1,80,384,3002,12.89,7.37,3.5,87.75,26.8,7.4
3396,3437,2497,3274,2342,2334.5,168.8,2.5,46,14.9,59.8,334.4,2961,10.33,13.71,3.56,73.25,23.7,4.9
3216,3396,2199,3203,2106,2133.3,155.2,2,215.8,17,-22.7,285.1,2785.8,15.67,29.1,3.53,44.63,22.4,4.2
3269,3216,2450,3225,2347,2079.8,145.7,2,350.6,17.3,-34.2,329.7,2890.7,17.82,17.52,3.06,52.5,24.6,10.4
3332,3269,2432,3238,2311,2172,133.8,2,219,12.4,0.2,346,2885.5,19.75,26.85,2.46,47.88,24.2,8.9
3416,3332,2442,3207,2320,2057.7,138.9,2,323.9,7,67,323.8,2920.3,20.22,24.56,2.51,56,29.4,11.8
3354,3416,2226,3242,2124,2092.5,156.5,2,288.6,3.3,-2.6,319.8,2860,17.64,7,2.69,80.75,27.1,14.2
3431,3354,2453,3261,2320,2345.1,162.9,2,92.4,6.1,25.5,326.1,2960.1,18.54,21.63,2.83,71.5,22.4,13.1
3399,3431,2469,3236,2341,2203.3,161.4,1.7,244.8,6,20.3,305.4,2942.7,19.49,21.7,2.49,65.5,26.1,12.1
3443,3399,2452,3286,2313,2155.8,160.3,2,296.7,5.6,41.1,302.5,2964,19.88,23.57,2.74,64.13,27.8,12.5
3498,3443,2464,3240,2319,2150.6,161.1,2,316.3,6,24.9,306.6,2967.5,19.81,21.3,3.22,63.25,26.5,12.6
3437,3498,2290,3275,2187,2141.2,176,1.7,213.3,26,19,344,2921.2,19.13,6.18,4.35,90.13,26.6,13.9
3606,3437,2499,3324,2360,2412.4,190.5,2,39.8,28.7,54.7,318.7,3046.8,19.25,25.09,2.58,61.13,23.9,13.5
3416,3606,2474,3231,2325,2075,209.2,2,304,6.2,-0.2,329.8,2926,20.56,28.35,2.69,50.88,26.3,11.8
3489,3416,2434,3299,2291,2057.9,209.6,2,344.3,3.2,3.2,342.4,2962.5,22.06,29.23,2.34,50.38,29,10.7
3652,3489,2462,3357,2315,2060.7,223.3,2,340.8,8.3,42.9,360,3037.9,23.57,29.17,2.47,51,34.8,13.7
4229,3652,2409,3732,2242,2400.2,205.3,2,325.5,4.6,33.5,336.5,3307.6,23.18,10.54,4.12,62.38,35.2,18.1
3832,4229,2663,3437,2463,2525.3,199.5,2,146.1,15.1,-12.5,297.8,3173.3,20.38,16.4,3.54,73.5,29,15
3622,3832,2560,3333,2396,2318.6,204.9,2,179.5,13.1,22,328.8,3069,20.75,29.44,3.21,54.88,28.4,11.7
3605,3622,2504,3354,2346,2164.3,194.3,2,342.3,7.8,11.6,318.3,3040.6,20.91,9.76,2.94,69.75,28.5,14.8
3550,3605,2533,3296,2364,2316.5,194.1,2,155,7.2,53.3,297,3025.1,21.45,22.69,2.86,66.5,26.2,14
4162,4052,2517,3997,2435,2898.5,106,39.9,42,13.3,24.5,393.5,3517.7,10.57,18.47,2.6,61.5,12.7,1.6
3755,4162,2912,3625,2755,2446.8,103.7,41,289.8,18.6,-6.3,413.1,3306.7,8.97,3.9,2.12,82,18,5.8
4124,3755,2769,3892,2625,2941.7,103.7,40.4,54.5,6,-5.6,373.4,3513.9,8.64,16.25,4.44,53.88,16.9,1.6
4027,4124,2847,3956,2688,2629.8,99.5,39.5,222.3,26.8,35.3,386.5,3439.5,7.94,20.34,3.42,41.63,16.4,-1.1
3819,4027,3028,3755,2834,2542,95.9,38.9,303,24.3,7.7,392.7,3404.5,7.51,12.35,2.58,59.75,10.6,1.1
3838,3819,2695,3443,2537,2436.3,104.1,40.8,227.4,13.1,-33.7,414.4,3202.3,14.21,2.28,2.13,94.13,23.7,10.8
3728,3838,2627,3503,2499,2549.3,123,37.3,43.8,23.8,10.2,426.5,3213.8,15.08,20.37,4.22,52.5,19.4,6.8
3370,3728,2600,3292,2477,2024,159.8,36.2,298.1,30.6,-0.2,422.4,2970.8,10.56,21.07,3.31,48.25,21.4,2.3
3586,3370,2624,3502,2532,2179.6,152.2,37,302.2,14,1.5,432.7,3119.3,11.91,16.36,2.47,60.88,17.3,4.2
3529,3586,2684,3383,2567,2231.5,131.6,36.9,273.2,14.8,4.6,418.9,3111.5,5.52,1.96,3,85.25,13.6,0.6
4161,3529,2691,4118,2573,2698.6,94.5,41.1,251.6,19.4,30.3,316,3451.5,6.85,20.83,2.86,48.75,15.6,-2.1
4016,4161,3132,3881,2904,2692.5,88.8,40.6,296.5,16.1,28,357.3,3519.8,11.64,21.8,2.7,51.88,14.8,1.8
3543,4016,2924,3474,2749,2357.7,92.8,40.4,317.3,19.5,5.9,372.4,3206,13.72,21.39,3.14,62.75,19.7,3.2
3449,3543,2708,3305,2583,2204.9,82.8,40.5,313.8,17,43.2,369.1,3071.3,13.59,21.99,4.82,45.13,22.4,6.1
3689,3449,2286,3607,2222,2383.1,104.9,42,195.4,17.5,25.8,320.5,3089.3,7.46,20.99,4.82,46.13,26.2,1.5
3854,3689,2705,3811,2583,2471.3,93.6,41,300,16.1,33.6,326.6,3282.2,8.72,23.52,2.51,48.13,17.3,-0.5
3624,3854,2915,3583,2751,2410.8,89.7,33.8,332.3,14.2,0.8,362.1,3243.5,12.42,22.24,2.16,50.13,16.1,2.2
3465,3624,2745,3322,2592,2236,89,39.9,321.3,10,-22.1,398.7,3072.9,15.05,13.15,3.72,66.75,17.3,4.7
3431,3465,2584,3259,2464,2321.8,99.4,40.9,171,18.8,3.6,362.3,3017.8,15.43,8.49,4.52,82,23.3,5.6
4120,3431,2776,3863,2588,2717,162.6,42.8,180.9,5.4,21.3,344.4,3474.3,9.56,6.97,1.76,79.88,10.7,2.7
3901,4120,2796,3750,2605,2698.5,163.4,42.9,106.1,7.4,25.5,327.5,3371.2,10.62,4.12,2.92,94.25,12.3,8.3
