High,High_day,0,1900,low,Firepower,HydraulicPower,Biomass,Solar power,Wind power,Pomping,Interconnection,Average,Temperature,Soloar,Wind,Humidity,High_temp,Low_temp
4054,4244,2729,3606,2489,2519.2,120.1,17.3,264.5,9.9,14.8,379.2,3325,21.96,17.69,2.47,69.63,30.3,15.9
3897,4054,2619,3521,2411,2453.2,119.6,17,239.5,5.2,16.6,365.4,3216.6,22.75,17.84,2,72.38,29.3,14.4
3987,3897,2603,3528,2403,2487.3,123.6,17,268,2.8,1.8,346.4,3246.8,23.18,10.93,2.16,72.88,29.8,17.1
4089,3987,2531,3602,2319,2574.8,111.5,17,249.7,4.4,8.9,330,3296.2,24,18.7,1.95,67.75,31.6,17.1
4198,4089,2643,3684,2431,2623.7,107.6,18,266.2,1.5,19.7,320.3,3356.9,23.46,17.92,2,70,31.4,16.9
4197,4198,2663,3640,2437,2690,106.3,18.1,269.9,1,-24.3,285.9,3346.9,23.55,11.19,2.97,72.5,30.6,17
4029,4197,2655,3630,2447,2752.9,93.4,18,172.3,8,19.1,254.5,3318.1,24.42,9.6,4.11,73.88,29.5,19.3
4219,4029,2726,3664,2506,2817.2,116,18.8,150.6,28.8,-69,339.5,3401.8,24.9,18.43,2.95,61.5,29.3,16.4
3601,4219,2311,3346,2170,2401.3,93.8,17.4,174.8,12.5,-11.7,313.1,3001.2,21.11,9.63,2.38,85,26.3,16.7
3732,3601,2546,3451,2364,2593.2,99.7,17,116.7,15.1,16.6,286.3,3144.5,20.05,18.96,3.02,55.5,28.3,12.7
3526,3732,2565,3279,2362,2324.8,104.6,17,271.8,19.1,-6.8,287.8,3018.4,19.29,16.84,2.67,68.38,26.3,10.7
3565,3526,2475,3322,2312,2364.5,121.2,17,233,9.8,15.5,254.2,3015.2,20.19,5.66,2.63,91.88,27.5,15.9
3578,3565,2519,3301,2356,2476.8,166,17,77.7,10.1,48.5,266.5,3062.6,22.9,0.68,7.35,93,22.7,17.9
3451,3578,2366,3234,2242,2457.8,143.5,17,111.9,17.5,-19.1,212.3,2940.8,15.68,7.93,2.08,71,24.3,12.1
3408,3451,2456,3227,2296,2413.3,153.4,17,139.1,6.9,5.8,200,2935.5,16.27,10.72,1.9,80.75,19.8,10.1
3483,3408,2455,3281,2299,2416.8,156.3,17,162.8,5.9,10.4,199.7,2968.8,16.57,4.08,2.5,85.38,21.5,13.8
3461,3483,2487,3235,2335,2503.1,174.8,17.5,63.8,14.7,26.5,197.2,2997.5,18.22,6.55,2.19,94,26.2,13.8
3301,3461,2249,3096,2140,2279.7,177.5,18,105.7,9.3,-11,222,2801.1,15.76,3.38,4.05,87.88,21.9,12.4
3461,3301,2398,3243,2269,2304.3,168.7,18,245.2,9.1,18.6,181.4,2945.3,17.79,4.04,3.19,77.13,25.4,13.6
3493,3461,2468,3273,2320,2440.8,176.8,18,69.1,16.3,7.3,252.6,2980.9,15.48,1.26,4.78,93.25,22.3,13.5
3650,3493,2501,3337,2360,2469,172.5,18.3,18.5,29.8,73.9,321.8,3103.7,18.36,11.23,2.08,78.25,23.8,12.1
3407,3650,2258,3212,2148,2118.5,193.2,18.1,229,7.5,8,297.5,2872,14.41,1.77,1.78,91.63,22.8,10.3
3560,3407,2466,3335,2332,2429,203.9,19,27.6,4.3,2.8,362.7,3049.2,16.05,13.4,1.57,81,16.9,9.7
3442,3560,2526,3244,2383,2259.3,195.3,18,218.4,7.2,4.3,282.6,2985.1,16.22,12.38,1.7,78.5,23.4,10.5
3450,3442,2481,3256,2353,2252.9,194.5,22.3,189.3,4.5,11.8,299.5,2974.8,16.42,14.74,1.95,68.63,22.9,9.2
3393,3450,2492,3184,2348,2042.5,184.5,38.4,238,15.5,48.9,373.1,2941,14.54,14.47,1.99,64.5,21.4,6.6
3453,3393,2402,3311,2308,2225.9,150.6,36.3,237.5,10.3,4.3,300.7,2965.5,13.52,14.51,1.78,64.13,21.2,4.5
3458,3453,2546,3307,2428,2273.8,143.6,36.6,233.8,11,0.1,307,3006,14.45,11.59,2.39,65.75,22.6,5.1
3504,3458,2527,3302,2396,2317.9,139.5,36.4,188.9,10.6,12.6,314.5,3020.4,13.85,13.89,2.64,58.75,22.9,5.8
3447,3504,2532,3263,2403,2224.5,145.8,36.3,225,15.4,40.5,303.7,2991.1,12.63,13.16,2.05,63.25,20.7,7
3573,3447,2322,3387,2230,2418.8,158.7,33.7,115.7,8.8,-12.1,305.2,3028.7,14.3,13.12,2.51,63.25,21,7.4
3498,3573,2573,3343,2444,2319.3,138.5,34,223.5,21,4.3,298.9,3039.4,13.1,7.96,1.93,65,23.1,5.7
3614,3498,2561,3438,2429,2489.8,145.3,34,109.3,11.3,28.2,289.8,3107.7,15.05,10.93,3.48,63,20.5,7.5
3514,3614,2575,3361,2438,2370.3,147.1,34.6,169.4,24.6,10.9,308.2,3065,11.62,13.04,1.77,64.5,23.5,4.6
3513,3514,2590,3359,2464,2382.5,135.8,34.3,202.4,10.2,18.7,280.8,3064.7,11.97,12.33,1.83,66.13,20.3,3.4
3537,3513,2413,3347,2313,2471.8,128.8,33,149.3,21.6,-14.6,250.9,3040.8,15.47,10.87,3.04,68.38,23.7,8.3
3508,3537,2568,3325,2441,2372.9,137.2,32.8,185.9,25.5,-3.4,287,3037.9,10.6,12.58,3.64,46.88,23.1,2.8
3714,3508,2578,3584,2472,2461.7,138.7,32.5,207,22.9,20.6,265.2,3148.5,9.73,12.62,2.28,54.38,18.5,0.9
3732,3714,2703,3615,2565,2525.6,132.3,33,215.2,13.6,-7.2,307.8,3220.4,7.91,1.86,2.71,86.75,18.3,2.7
4181,3732,2744,3894,2612,2906.9,141.8,33.5,36.7,9.8,102,313.1,3543.8,12.05,2.65,3.95,94.5,23,8
3564,4181,2384,3354,2292,2419,162,32.9,129,23.1,-29.2,308.4,3045.3,8.91,3.08,2.75,78,23.6,5.2
4086,3564,2603,3882,2497,2810.5,163.7,33,53.4,18.3,84.1,287.8,3450.6,9.6,5.09,1.61,85.13,14.9,5.8
4067,4086,2837,3827,2655,2953.5,170.8,33,55,5.7,-66.3,340.7,3492.5,8.74,2.31,3.19,71.13,14.5,2.4
4291,4067,2786,4098,2610,2934,163.1,33,37.2,23.5,22.9,387.6,3601.3,5.34,11.63,2.22,55.25,13.2,-1
4179,4291,3086,4093,2879,2937.8,155.5,33.6,213.1,14.3,-65.9,357,3645.4,6.08,11.86,2.07,59.88,17.8,-1
