20,40,60,80,100,120,140,160
3775.882914013797,3551.175174581571,3637.343380216257,3653.616414583893,3666.473289370273,3682.7182150917633,3692.609671295212,3683.865975643573
4000.7431850171056,3758.9574419503097,3837.646553967129,3853.634718199086,3883.564327153572,3900.682228582941,3903.785871619033,3905.9007435594
3958.4980855252757,3789.486821274799,3856.784256075177,3866.0350326715543,3894.3964360222517,3908.2094072468917,3906.635791704567,3914.2081606391635
3783.0949195713883,3606.046547814296,3651.37024334352,3667.7760241636433,3699.157748178499,3702.4847478180827,3719.2338333471216,3732.5613335807634
3625.844120778489,3381.6199120861784,3444.3523936563142,3484.917176216366,3528.1960152607653,3525.1677094801107,3540.846261075453,3563.7766382612795
3893.609870034897,3497.1208980491547,3566.7051350909524,3576.9929250587484,3549.37123403675,3564.712842941516,3613.049580079315,3623.1361440575906
3738.5006195374685,3463.6000156758137,3519.673014146111,3581.130863997628,3632.371756206855,3672.368996992346,3623.300763718782,3601.0656715592972
4058.5717440196822,4217.986115070039,4294.197574038222,4232.623138372958,4253.031878151214,4253.903082413505,4292.8270768622,4296.794665357893
3914.3692520103464,3791.154761198084,3805.787836605602,3826.070703747284,3862.4413283980675,3870.619913940238,3845.145008940859,3854.6502104756632
3950.804932576976,3909.5210520809896,3920.4629943391374,3898.582132470202,3901.959475737175,3909.2566053198316,3888.3165676558074,3907.4132952647783
3283.0908528427817,3196.0587539015005,3233.905542837243,3248.6567932943144,3277.5495794018816,3281.868930519804,3283.7544504961106,3294.820315161102
3407.077726419685,3418.9611932413463,3394.6758340583774,3386.1795401592826,3400.538148294864,3398.582893391318,3402.8677852584806,3407.049446676699
3422.517297261584,3343.6221466591396,3395.6813980937486,3414.7365252195714,3412.803699656056,3414.963374560519,3420.5744224145083,3431.024002098496
3360.3069842845052,3294.683964312976,3347.3246359658224,3346.1525619659997,3401.8021205486693,3407.574494116747,3404.3716725307004,3415.32683184345
3320.545251574478,3241.2031878077487,3343.420645894538,3349.5018228281324,3428.6025089431496,3435.7402461910297,3428.5341451271415,3426.691410101987
3305.226918850096,3296.2899602806256,3332.7793076554544,3319.428157094386,3383.6080247694144,3380.9011202572874,3374.9746835750366,3392.1452629818527
3263.868191128948,3326.285724800423,3338.551938543187,3346.009718349419,3426.109514879219,3421.576093292697,3406.6928455409325,3418.10516559912
3358.780686796221,3403.3432342333563,3415.8820065893387,3411.7820443618393,3439.8705422772646,3434.154296012154,3432.712500675606,3450.440008761358
3383.978367441301,3483.0693811248957,3476.1077645003243,3426.633765616968,3469.359073506981,3476.0213749121604,3484.0932991756654,3477.009329800257
3453.935968275561,3424.7914585054205,3414.962202191993,3372.4115920950508,3380.5142931530318,3387.2008509816096,3396.267235814972,3392.839403173611
3208.9941406554103,3082.0273747766923,3094.9240327033312,3087.755527214209,3118.234510168866,3118.6321912733283,3114.5148063596416,3124.112127422181
