High,High_day,0,1900,low,Firepower,HydraulicPower,Biomass,Solar power,Wind power,Pomping,Interconnection,Average,Temperature,Soloar,Wind,Humidity,High_temp,Low_temp
4201,4392,2900,4077,2674,2881.8,128.9,32.7,193.6,17.9,-0.8,355.3,3609.3,5.12,4.6,1.9,72.25,14.2,-1.6
4501,4201,3054,4335,2843,3265.8,128,32.3,88,4.8,24.5,326.2,3869.5,6.54,4.72,2.16,89.75,11,2.1
4653,4501,3174,4263,2882,3283.8,151.5,32,58.6,17.1,27.4,313.2,3883.6,9.97,11.28,3.71,51.25,19.3,3
4090,4653,3108,3994,2823,2909.6,154.6,32,205.8,20.7,-41.2,282.2,3563.8,7.56,10.7,2.7,59.38,17.6,1.3
4127,4090,3009,4022,2817,2939.9,146.3,31.1,187.3,8,6,293.1,3611.7,6.2,7.71,1.72,68.75,15.2,-0.5
4131,4127,2857,4007,2717,2949.5,137.4,31.3,185,5.5,-12,284.3,3581.2,6.79,6.99,2.5,78.75,14.4,1.1
4414,4131,2975,4187,2792,3150.4,135,31.6,106,9.9,-8.9,309.9,3733.9,5.48,10.61,2.02,58,13.4,-1.3
4332,4414,3179,4241,2939,3125.1,131.3,31.1,187.8,13.8,20.9,279.3,3789.3,6.29,8.86,2.28,60.25,11.1,0
4559,4332,3199,4127,2940,3157.7,131.6,31.3,157.9,8.9,13.2,295.3,3795.9,3.86,2.23,3.49,78.38,11.6,0.4
4240,4559,2932,4061,2788,2911.5,122.3,32.3,217.6,15.9,3.6,327,3630.1,6.16,12.39,3.64,50.75,14.6,-1
4362,4240,3120,4288,2915,3007.2,119.5,31.3,213.2,22.7,11.8,327.8,3733.4,4.45,7.85,1.68,59.88,14.5,-2.8
4735,4362,3278,4385,3026,3359.3,119,31.5,94.3,6.8,22.6,352,3985.4,6.23,3.33,1.65,84.25,15,0.2
4727,4735,3229,4324,2956,3363.3,130,31.5,47.3,8,16.2,370.8,3967.1,9.33,9.67,1.98,75.63,13.4,2.5
4222,4727,3107,3877,2861,2874.3,136.8,32.3,161.7,15.2,-35.5,420,3604.8,6.98,8.93,2.34,51.38,9.8,0.4
4764,4222,3039,4507,2804,3376,120.8,35.6,47.6,15.5,11.4,417.8,4024.5,5.18,2.61,4.08,94,8.3,0.3
5042,4764,3436,4463,3155,3480.1,121.8,36,34.2,34.8,6.5,472.8,4186.3,11.74,11.49,3.25,79.25,13.2,4.1
4085,5042,3190,3692,2910,2646,151.4,36,193,24.1,-12.9,435,3472.6,10.77,12.72,2.8,60.75,18.9,2.2
3777,4085,2847,3705,2694,2510.4,144.7,36,231.9,20.4,-3.4,397.8,3337.8,7.18,11.81,4.24,49.25,17.7,1.1
4151,3777,2877,4071,2733,2725.2,129.6,35.6,196.9,24.6,51.1,390,3553.1,6.41,14.26,2.87,48.5,14.6,-2.1
4056,4151,2790,3861,2645,2687,128,36.3,204.9,12.6,-14.5,417.2,3471.5,7.1,11.7,2.4,56.25,15.6,-0.2
4165,4056,2955,4065,2806,2833.8,117.7,36.7,183,10.3,12.3,405.6,3599.4,6.45,13.58,3.78,53.38,14.1,-1.2
4151,4165,3090,4130,2897,2842.6,117.3,36,232.5,19.9,-21,399.3,3626.6,2.13,14.32,4.88,36.88,15.2,-4.3
4852,4151,3261,4772,3035,3177.3,117,36.1,223.1,23.3,60.6,395.5,4033,1.64,14.6,1.79,50.38,9.9,-7.1
4756,4852,3646,4464,3310,3286.3,113.7,36.9,216.2,10,65.9,380.5,4109.5,5.06,14.77,2.94,49.25,10.8,-3.9
4630,4756,3198,4286,2955,3063.2,107.6,38.8,216.6,10.5,53.7,362.5,3853,5.55,15.78,2.8,47.5,13.1,-2.3
4303,4630,3177,3977,2964,2877.9,108.7,37.8,232.9,9.4,-1.4,402.1,3667.4,11.94,12.97,2.19,69.5,16.7,4.6
4122,4303,2942,3609,2734,2640.7,120.7,37.3,188.9,15.5,0.6,388.6,3392.3,11.32,8.13,1.64,76.13,22.4,3.3
3831,4122,2802,3626,2672,2623.1,132.2,37,145.8,9.7,1.3,400.6,3349.7,10.84,9.25,1.69,70.5,19.3,2.9
3919,3831,2637,3815,2509,2511.3,166.2,38.7,147.7,22.7,12.9,426.4,3325.9,6.56,15.8,3.7,43.63,19.2,0.6
4096,3919,2930,4037,2779,2649.9,156.9,39.2,256.3,25.5,13.9,375.4,3517,6.48,16.92,2.34,51.38,13.8,-2.6
4010,4096,3108,3966,2889,2686.5,147.5,39,252.3,15.1,7.8,404.3,3552.5,7.97,12.18,2.15,62.38,14.2,-0.4
4016,4010,3018,3911,2826,2709.2,137.3,39.7,195.6,5.7,19,437.2,3543.5,9.06,16.69,2.26,62.63,14.8,0.9
3807,4016,2916,3721,2742,2510,134.6,40.2,269.3,7.8,-6.9,419.5,3374.5,11.37,11.14,3.4,73.88,16.1,3
3913,3807,2730,3804,2624,2647,116.1,40.2,137.2,6.9,8.6,461.6,3417.6,7.95,3.24,2.82,81.75,15.6,4.1
4205,3913,2831,4007,2669,2945,115,40.1,44.3,13.1,5,429,3591.5,6.08,16.85,4.25,53.38,11.8,-1
4246,4205,2965,4197,2798,2762.5,111.5,40,246.2,13.3,24.3,391.8,3589.6,5.92,17.76,2.39,51.5,14.7,-3
4052,4246,3245,3943,2979,2756.6,107.4,39.1,274.3,11.1,24.6,408.2,3621.5,8.63,15.06,2.21,66,18.1,1.7
